Year,Mo,Dy,tave,tmax,tmin,vp,rhmax,rhmin,pp,gust
2008,1,13,-1.903,4.711,-8.516,0.29100000000000004,0.818,0.281,0.0,4.684
2008,1,14,-1.102,6.412000000000001,-8.615,0.32799999999999996,0.852,0.313,0.0,4.155
2008,1,15,1.254,10.062000000000001,-7.553999999999999,0.331,0.8190000000000001,0.174,0.0,16.778
2008,1,16,-8.957,-4.838,-13.075,0.131,0.589,0.262,0.0,10.720999999999998
2008,1,17,-8.967,-2.679,-15.255,0.153,0.6970000000000001,0.297,0.0,6.821000000000001
2008,1,18,-6.115,-2.7960000000000003,-9.434,0.20199999999999999,0.772,0.276,0.0,8.31
2008,1,19,-8.117,-2.685,-13.549000000000001,0.215,0.878,0.424,0.0,4.508
2008,1,20,-4.052,3.0839999999999996,-11.189,0.261,0.8170000000000001,0.34,0.0,6.801
2008,1,21,-14.508,-10.749,-18.266,0.146,0.821,0.6509999999999999,0.0,5.272
2008,1,22,-12.364,-4.044,-20.685,0.147,0.792,0.45299999999999996,0.02,5.312
2008,1,23,-7.251,-1.147,-13.354000000000001,0.207,0.823,0.35,0.0,9.741
2008,1,24,-6.901,2.2359999999999998,-16.037,0.198,0.836,0.256,0.0,3.9
2008,1,25,-0.98,7.172999999999999,-9.132,0.272,0.779,0.183,0.0,13.093
2008,1,26,4.476,12.825,-3.872,0.363,0.7020000000000001,0.16399999999999998,0.0,12.838
2008,1,27,3.0860000000000003,12.110999999999999,-5.939,0.37799999999999995,0.7559999999999999,0.23800000000000002,0.0,5.939
2008,1,28,4.1080000000000005,11.312000000000001,-3.095,0.45899999999999996,0.883,0.239,0.0,15.523
2008,1,29,-3.213,0.385,-6.81,0.17600000000000002,0.596,0.138,0.0,12.662
2008,1,30,-5.05,0.541,-10.642000000000001,0.191,0.68,0.23199999999999998,0.0,10.329
2008,1,31,-4.3839999999999995,2.5980000000000003,-11.367,0.14800000000000002,0.505,0.16899999999999998,0.0,5.527
2008,2,1,1.49,8.753,-5.772,0.251,0.551,0.19,0.0,12.603
2008,2,2,-4.273,1.337,-9.883,0.22899999999999998,0.726,0.305,0.0,5.194
2008,2,3,-4.386,2.736,-11.508,0.259,0.836,0.33899999999999997,0.0,4.077
2008,2,4,-3.688,-1.27,-6.107,0.34700000000000003,0.925,0.569,0.07,8.193
2008,2,5,-4.213,-0.133,-8.292,0.20600000000000002,0.6579999999999999,0.266,0.0,7.742000000000001
2008,2,6,-3.532,6.357,-13.421,0.23399999999999999,0.795,0.204,0.0,12.309000000000001
2008,2,7,-0.8859999999999999,7.956,-9.729,0.235,0.585,0.239,0.0,15.052999999999999
2008,2,8,1.226,4.251,-1.798,0.222,0.523,0.147,0.0,13.994000000000002
2008,2,9,7.976,14.444,1.508,0.382,0.561,0.154,0.0,13.681
2008,2,10,-0.7929999999999999,4.138999999999999,-5.726,0.405,0.866,0.541,0.0,8.977
2008,2,11,3.4789999999999996,9.982999999999999,-3.0239999999999996,0.354,0.684,0.223,0.0,19.914
2008,2,12,3.53,10.001,-2.94,0.387,0.743,0.243,0.0,9.898
2008,2,13,5.955,18.087,-6.178,0.45399999999999996,0.823,0.152,0.0,10.505999999999998
2008,2,14,-3.205,-0.038,-6.372999999999999,0.345,0.9329999999999999,0.5,0.11,11.347999999999999
2008,2,15,-2.6860000000000004,4.337,-9.709,0.32799999999999996,0.888,0.42100000000000004,0.01,5.37
2008,2,16,2.063,12.261,-8.135,0.384,0.895,0.192,0.0,11.094000000000001
2008,2,17,-1.383,2.153,-4.919,0.325,0.932,0.247,0.02,12.015
2008,2,18,0.696,9.581,-8.19,0.26899999999999996,0.741,0.098,0.0,12.76
2008,2,19,3.5460000000000003,14.161,-7.068,0.35700000000000004,0.764,0.146,0.0,5.449
2008,2,20,-1.22,3.0660000000000003,-5.506,0.392,0.845,0.5589999999999999,0.0,4.273
2008,2,21,2.96,9.712,-3.792,0.45,0.8809999999999999,0.312,0.0,5.096
2008,2,22,2.407,10.68,-5.8660000000000005,0.396,0.83,0.263,0.0,5.841
2008,2,23,4.637,12.082,-2.8080000000000003,0.423,0.732,0.265,0.0,7.917999999999999
2008,2,24,6.736000000000001,16.689,-3.217,0.488,0.768,0.226,0.0,10.485999999999999
2008,2,25,3.8489999999999998,9.58,-1.881,0.45399999999999996,0.8690000000000001,0.262,0.0,11.642000000000001
2008,2,26,1.232,6.912999999999999,-4.449,0.408,0.8809999999999999,0.34299999999999997,0.01,6.684
2008,2,27,3.639,11.982000000000001,-4.704,0.44299999999999995,0.845,0.27399999999999997,0.0,6.311
2008,2,28,9.488999999999999,17.38,1.599,0.41600000000000004,0.614,0.09,0.0,11.054
2008,2,29,7.412000000000001,14.958,-0.135,0.52,0.816,0.19399999999999998,0.0,7.311
2008,3,1,10.89,22.784000000000002,-1.004,0.449,0.609,0.08199999999999999,0.0,15.072000000000001
2008,3,2,3.0060000000000002,10.379000000000001,-4.368,0.414,0.8270000000000001,0.267,0.0,17.268
2008,3,3,-0.9129999999999999,7.522,-9.347999999999999,0.281,0.785,0.201,0.0,8.193
2008,3,4,2.91,9.155,-3.335,0.32899999999999996,0.76,0.11699999999999999,0.0,14.504000000000001
2008,3,5,-2.562,1.176,-6.301,0.315,0.799,0.447,0.01,8.487
2008,3,6,-1.415,5.47,-8.3,0.23199999999999998,0.708,0.138,0.0,10.505999999999998
2008,3,7,4.006,13.354000000000001,-5.341,0.35600000000000004,0.735,0.14400000000000002,0.0,11.172
2008,3,8,5.652,10.877,0.42700000000000005,0.32299999999999995,0.536,0.17300000000000001,0.0,9.29
2008,3,9,4.218999999999999,11.720999999999998,-3.283,0.359,0.6709999999999999,0.201,0.0,7.82
2008,3,10,4.052,12.854000000000001,-4.751,0.395,0.75,0.222,0.0,5.39
2008,3,11,7.482,19.879,-4.914,0.396,0.701,0.065,0.0,8.408
2008,3,12,10.343,15.237,5.4479999999999995,0.254,0.3,0.106,0.0,13.152000000000001
2008,3,13,4.224,11.985,-3.536,0.314,0.591,0.172,0.0,5.7620000000000005
2008,3,14,4.561,10.540999999999999,-1.419,0.39,0.813,0.11199999999999999,0.0,7.644
2008,3,15,2.827,8.109,-2.455,0.418,0.867,0.251,0.0,6.35
2008,3,16,0.987,3.227,-1.253,0.552,0.978,0.705,0.03,7.017
2008,3,17,0.287,2.8939999999999997,-2.3209999999999997,0.527,0.976,0.7140000000000001,0.45,6.1739999999999995
2008,3,18,3.35,10.538,-3.838,0.44,0.943,0.192,0.01,10.231
2008,3,19,7.069,16.779,-2.641,0.392,0.687,0.094,0.0,13.602
2008,3,20,8.57,17.618,-0.47700000000000004,0.474,0.708,0.14400000000000002,0.0,17.012999999999998
2008,3,21,5.454,13.527000000000001,-2.6189999999999998,0.433,0.807,0.156,0.0,14.759
2008,3,22,1.755,6.472,-2.963,0.37799999999999995,0.909,0.184,0.0,9.447000000000001
2008,3,23,0.182,8.627,-8.262,0.371,0.914,0.28800000000000003,0.02,7.899
2008,3,24,8.541,18.881,-1.7990000000000002,0.382,0.618,0.071,0.0,13.681
2008,3,25,8.155,14.696,1.615,0.397,0.552,0.183,0.0,4.861000000000001
2008,3,26,10.117,21.308000000000003,-1.075,0.47600000000000003,0.67,0.10099999999999999,0.0,11.133
2008,3,27,4.644,8.857000000000001,0.431,0.537,0.956,0.307,0.12,10.27
2008,3,28,4.18,8.65,-0.289,0.414,0.713,0.294,0.0,10.113999999999999
2008,3,29,7.397,17.402,-2.608,0.505,0.7659999999999999,0.218,0.0,14.876
2008,3,30,0.37200000000000005,4.946000000000001,-4.202,0.39,0.9570000000000001,0.289,0.18,10.741
2008,3,31,1.355,5.79,-3.08,0.40700000000000003,0.948,0.263,0.08,15.758
2008,4,1,-0.24,6.175,-6.656000000000001,0.28300000000000003,0.654,0.29100000000000004,0.0,9.251
2008,4,2,4.407,12.332,-3.5180000000000002,0.469,0.846,0.278,0.01,7.801
2008,4,3,4.677,9.34,0.013999999999999999,0.452,0.902,0.16,0.02,11.857999999999999
2008,4,4,5.649,15.888,-4.59,0.373,0.711,0.10800000000000001,0.0,7.35
2008,4,5,6.707000000000001,15.709000000000001,-2.295,0.382,0.653,0.127,0.0,8.957
2008,4,6,6.88,12.998,0.762,0.465,0.843,0.096,0.0,8.212
2008,4,7,1.5830000000000002,3.872,-0.705,0.569,0.9670000000000001,0.6940000000000001,0.26,5.547000000000001
2008,4,8,5.349,12.905,-2.207,0.49700000000000005,0.9490000000000001,0.165,0.0,9.996
2008,4,9,5.593,10.748,0.43799999999999994,0.598,0.972,0.345,0.29,7.664
2008,4,10,3.245,7.1610000000000005,-0.6709999999999999,0.561,0.982,0.475,0.3,14.151
2008,4,11,4.626,7.537999999999999,1.714,0.345,0.5479999999999999,0.266,0.0,13.485
2008,4,12,5.278,11.047,-0.491,0.45299999999999996,0.8140000000000001,0.207,0.0,13.190999999999999
2008,4,13,6.9,16.517,-2.716,0.586,0.92,0.26,0.0,8.31
2008,4,14,11.946,23.76,0.131,0.595,0.782,0.071,0.01,9.682
2008,4,15,15.374,27.086,3.662,0.568,0.6,0.051,0.0,15.229000000000001
2008,4,16,7.162000000000001,12.807,1.516,0.503,0.8390000000000001,0.156,0.0,10.485999999999999
2008,4,17,4.627,11.07,-1.8159999999999998,0.368,0.726,0.14300000000000002,0.0,7.311
2008,4,18,8.695,19.753,-2.363,0.442,0.67,0.11900000000000001,0.0,8.702
2008,4,19,14.259,24.721,3.7969999999999997,0.523,0.5720000000000001,0.07200000000000001,0.0,11.054
2008,4,20,14.321,23.301,5.341,0.413,0.45,0.057999999999999996,0.0,14.014000000000001
2008,4,21,6.224,11.272,1.177,0.439,0.713,0.214,0.0,9.016
2008,4,22,9.243,19.93,-1.444,0.522,0.779,0.11800000000000001,0.0,7.526
2008,4,23,13.503,23.997,3.01,0.614,0.7020000000000001,0.09300000000000001,0.0,7.82
2008,4,24,12.53,19.801,5.26,0.436,0.489,0.113,0.0,14.034
2008,4,25,7.9910000000000005,13.354000000000001,2.627,0.355,0.536,0.128,0.0,13.328
2008,4,26,5.045,10.568,-0.479,0.451,0.8809999999999999,0.151,0.0,11.642000000000001
2008,4,27,7.595,18.582,-3.391,0.465,0.8240000000000001,0.069,0.0,10.525
2008,4,28,11.49,22.965999999999998,0.013999999999999999,0.42,0.545,0.077,0.0,9.388
2008,4,29,14.027000000000001,24.334,3.72,0.496,0.52,0.1,0.0,10.584000000000001
2008,4,30,14.865,26.214000000000002,3.517,0.579,0.619,0.067,0.0,12.093
2008,5,1,6.522,8.418,4.626,0.529,0.785,0.309,0.0,13.779000000000002
2008,5,2,4.029,7.0729999999999995,0.985,0.349,0.588,0.272,0.0,19.070999999999998
2008,5,3,5.353,14.526,-3.819,0.39299999999999996,0.7,0.182,0.0,9.055
2008,5,4,10.837,19.45,2.2230000000000003,0.516,0.632,0.165,0.0,7.35
2008,5,5,14.31,23.948,4.672,0.6,0.606,0.132,0.0,7.781000000000001
2008,5,6,15.894,25.516,6.272,0.74,0.726,0.094,0.0,12.347999999999999
2008,5,7,14.306,19.044,9.568,0.99,0.8540000000000001,0.36200000000000004,0.07,11.446
2008,5,8,13.34,19.076,7.604,0.899,0.924,0.251,0.02,9.918
2008,5,9,12.200999999999999,20.472,3.931,0.777,0.8690000000000001,0.226,0.0,11.035
2008,5,10,8.224,13.499,2.95,0.535,0.8170000000000001,0.16699999999999998,0.0,12.544
2008,5,11,11.605,23.563000000000002,-0.354,0.623,0.804,0.109,0.0,8.448
2008,5,12,15.03,25.246,4.813,0.862,0.9059999999999999,0.10300000000000001,0.11,13.132
2008,5,13,8.252,12.543,3.9619999999999997,0.727,0.932,0.402,0.09,7.017
2008,5,14,9.471,17.873,1.069,0.6579999999999999,0.9079999999999999,0.204,0.01,10.447000000000001
2008,5,15,11.235,15.777999999999999,6.692,0.684,0.748,0.27899999999999997,0.0,9.682
2008,5,16,14.911,23.075,6.747000000000001,0.835,0.743,0.243,0.0,9.957
2008,5,17,17.777,26.605999999999998,8.948,0.7829999999999999,0.643,0.128,0.0,9.584
2008,5,18,18.032,29.274,6.79,0.8370000000000001,0.72,0.09,0.0,8.408
2008,5,19,20.444000000000003,28.035,12.852,0.976,0.616,0.19699999999999998,0.02,7.702999999999999
2008,5,20,18.178,27.843000000000004,8.513,1.038,0.81,0.185,0.0,6.997000000000001
2008,5,21,21.553,29.534000000000002,13.572000000000001,1.124,0.748,0.126,0.0,10.172
2008,5,22,13.175999999999998,18.95,7.403,0.987,0.985,0.318,0.38,17.366
2008,5,23,12.835999999999999,21.523000000000003,4.15,0.8140000000000001,0.9059999999999999,0.19399999999999998,0.0,14.72
2008,5,24,13.567,21.15,5.984,0.7879999999999999,0.884,0.131,0.0,9.545
2008,5,25,14.225,23.433000000000003,5.016,0.7659999999999999,0.765,0.18,0.0,7.977
2008,5,26,11.415,16.262999999999998,6.566,0.934,0.975,0.41,0.65,7.1739999999999995
2008,5,27,8.245,11.679,4.811,0.91,0.972,0.696,0.15,6.919
2008,5,28,13.873,20.234,7.5120000000000005,1.182,0.973,0.518,0.12,6.566
2008,5,29,18.406,26.775,10.037,1.033,0.904,0.07200000000000001,0.0,12.603
2008,5,30,16.362000000000002,24.666,8.059,0.84,0.73,0.174,0.0,10.898
2008,5,31,17.852999999999998,25.712,9.995,0.86,0.657,0.185,0.0,7.938
2008,6,1,19.148,27.715999999999998,10.58,1.2930000000000001,0.873,0.294,0.0,7.212999999999999
2008,6,2,19.969,29.189,10.749,1.11,0.7190000000000001,0.23199999999999998,0.0,7.409
2008,6,3,19.012,26.516,11.507,1.2209999999999999,0.9159999999999999,0.19399999999999998,0.04,10.368
2008,6,4,14.777000000000001,18.854,10.7,1.2690000000000001,0.955,0.555,0.32,7.507000000000001
2008,6,5,11.847999999999999,16.410999999999998,7.285,1.008,0.97,0.48200000000000004,1.47,10.545
2008,6,6,17.359,25.478,9.24,0.9670000000000001,0.7440000000000001,0.23199999999999998,0.0,8.644
2008,6,7,14.204,19.877,8.53,0.929,0.8059999999999999,0.342,0.0,9.173
2008,6,8,15.841,21.443,10.238,0.8220000000000001,0.782,0.132,0.01,11.407
2008,6,9,15.206,23.479,6.933,0.6679999999999999,0.64,0.135,0.0,6.7620000000000005
2008,6,10,19.525,31.112,7.939,0.87,0.6940000000000001,0.073,0.0,13.7
2008,6,11,14.671,19.678,9.665,0.586,0.57,0.133,0.0,17.052
2008,6,12,13.800999999999998,22.066999999999997,5.535,0.615,0.6890000000000001,0.092,0.0,9.642999999999999
2008,6,13,15.863,25.087,6.638999999999999,0.763,0.7190000000000001,0.128,0.0,7.546
2008,6,14,19.712,30.927,8.497,0.8140000000000001,0.631,0.078,0.0,8.487
2008,6,15,19.285,27.266,11.304,0.9179999999999999,0.573,0.249,0.0,8.624
2008,6,16,18.646,22.608,14.684000000000001,1.413,0.82,0.495,0.0,6.625
2008,6,17,21.956999999999997,31.949,11.966,1.3319999999999999,0.93,0.08,0.0,8.389
2008,6,18,20.085,28.171999999999997,11.998,1.011,0.664,0.19699999999999998,0.0,9.232000000000001
2008,6,19,20.828000000000003,27.169,14.488,1.2690000000000001,0.747,0.285,0.0,8.173
2008,6,20,19.503,26.461,12.545,1.266,0.833,0.284,0.13,10.623
2008,6,21,19.791,29.068,10.513,1.242,0.9159999999999999,0.161,0.0,5.9
2008,6,22,20.367,30.146,10.588,1.073,0.768,0.13,0.0,11.192
2008,6,23,19.14,26.805,11.474,1.1840000000000002,0.7509999999999999,0.317,0.0,7.095
2008,6,24,21.421999999999997,31.443,11.401,1.315,0.885,0.145,0.0,12.172
2008,6,25,22.070999999999998,30.645,13.497,1.2329999999999999,0.75,0.17800000000000002,0.06,7.899
2008,6,26,21.928,29.959,13.898,1.044,0.6759999999999999,0.11800000000000001,0.0,10.662
2008,6,27,22.342,29.051,15.633,0.934,0.514,0.179,0.0,9.271
2008,6,28,19.934,26.281,13.588,0.934,0.608,0.195,0.0,6.782
2008,6,29,18.151,26.906999999999996,9.394,0.8759999999999999,0.647,0.195,0.0,5.606
2008,6,30,21.958000000000002,31.935,11.981,1.139,0.691,0.17300000000000001,0.0,5.86
2008,7,1,21.25,29.149,13.352,1.188,0.7240000000000001,0.21600000000000003,0.0,10.975999999999999
2008,7,2,22.053,28.965,15.142000000000001,1.534,0.868,0.289,0.46,10.172
2008,7,3,18.845,23.561999999999998,14.128,1.62,0.929,0.56,0.0,6.428999999999999
2008,7,4,23.997,34.203,13.790999999999999,1.6369999999999998,0.9470000000000001,0.15,0.0,11.231
2008,7,5,24.983,34.683,15.282,1.349,0.701,0.151,0.0,9.741
2008,7,6,22.302,28.21,16.393,1.4240000000000002,0.78,0.278,0.0,7.84
2008,7,7,21.37,27.34,15.4,1.4,0.7959999999999999,0.304,0.04,11.720999999999998
2008,7,8,20.924,29.557,12.290999999999999,1.396,0.9309999999999999,0.198,0.0,12.387
2008,7,9,21.791,31.305999999999997,12.275,1.412,0.889,0.193,0.0,7.0360000000000005
2008,7,10,24.524,34.799,14.25,1.304,0.741,0.105,0.0,5.645
2008,7,11,24.695,35.836,13.552999999999999,1.19,0.706,0.059000000000000004,0.0,10.604000000000001
2008,7,12,18.727999999999998,25.625999999999998,11.83,0.903,0.598,0.23800000000000002,0.0,6.899
2008,7,13,21.273000000000003,31.754,10.793,1.115,0.77,0.11199999999999999,0.0,8.075
2008,7,14,23.195,33.718,12.671,1.114,0.68,0.10400000000000001,0.0,16.719
2008,7,15,25.456,34.283,16.629,0.945,0.495,0.086,0.0,10.975999999999999
2008,7,16,24.087,33.854,14.319,1.06,0.618,0.08900000000000001,0.0,9.427999999999999
2008,7,17,23.941,29.549,18.333,1.515,0.774,0.245,0.0,9.427999999999999
2008,7,18,22.901,30.771,15.032,1.5719999999999998,0.89,0.23600000000000002,0.0,11.113
2008,7,19,24.055999999999997,34.282,13.831,1.518,0.88,0.134,0.0,6.212999999999999
2008,7,20,25.451,35.01,15.892000000000001,1.216,0.637,0.11,0.0,7.4479999999999995
2008,7,21,24.767,32.476,17.057000000000002,1.321,0.629,0.21600000000000003,0.0,7.664
2008,7,22,26.233,34.107,18.358,1.345,0.605,0.185,0.0,8.075
2008,7,23,24.761,30.579,18.942,1.7409999999999999,0.76,0.355,0.0,7.409
2008,7,24,25.276,34.056,16.496,1.7590000000000001,0.9309999999999999,0.161,0.57,11.995
2008,7,25,22.448,30.576999999999998,14.319,1.746,0.938,0.34600000000000003,0.02,10.035
2008,7,26,24.089000000000002,30.855999999999998,17.322,1.736,0.855,0.302,0.0,5.41
2008,7,27,24.919,34.316,15.520999999999999,1.578,0.812,0.19,0.02,7.742000000000001
2008,7,28,24.866,32.888000000000005,16.845,1.4269999999999998,0.6970000000000001,0.21100000000000002,0.0,9.113999999999999
2008,7,29,22.74,31.738000000000003,13.742,1.369,0.8220000000000001,0.168,0.0,7.193
2008,7,30,23.705,34.7,12.71,1.324,0.8,0.10300000000000001,0.0,5.742999999999999
2008,7,31,24.555999999999997,32.647,16.465999999999998,1.338,0.6940000000000001,0.174,0.0,7.957999999999999
2008,8,1,26.599,36.604,16.595,1.561,0.807,0.08900000000000001,0.0,11.094000000000001
2008,8,2,25.685,36.159,15.210999999999999,1.327,0.667,0.138,0.0,7.252000000000001
2008,8,3,25.307,32.468,18.146,1.505,0.733,0.2,0.0,11.975999999999999
2008,8,4,23.476999999999997,32.935,14.02,1.5019999999999998,0.8909999999999999,0.147,0.0,10.642999999999999
2008,8,5,21.951,28.618000000000002,15.283,1.774,0.929,0.41700000000000004,0.43,11.231
2008,8,6,22.724,30.13,15.317,1.8519999999999999,0.9640000000000001,0.377,0.67,13.21
2008,8,7,20.898000000000003,25.17,16.625999999999998,1.791,0.9470000000000001,0.502,0.0,7.37
2008,8,8,20.996,25.609,16.383,1.841,0.953,0.527,0.1,8.918
2008,8,9,22.469,30.475,14.463,1.6369999999999998,0.97,0.233,0.01,7.212999999999999
2008,8,10,21.788,26.328000000000003,17.248,1.814,0.922,0.46799999999999997,0.01,8.448
2008,8,11,21.195999999999998,28.581,13.811,1.6269999999999998,0.972,0.321,0.0,6.978
2008,8,12,20.721,30.38,11.062999999999999,1.3359999999999999,0.915,0.17800000000000002,0.0,6.409
2008,8,13,21.623,31.43,11.817,1.193,0.809,0.114,0.0,13.328
2008,8,14,19.069000000000003,25.436999999999998,12.700999999999999,1.443,0.9279999999999999,0.379,0.18,14.092
2008,8,15,11.065,12.288,9.842,1.235,0.987,0.8859999999999999,1.67,10.720999999999998
2008,8,16,12.911,15.399000000000001,10.423,1.2590000000000001,0.986,0.705,0.81,4.978
2008,8,17,16.686,21.285999999999998,12.085999999999999,1.385,0.973,0.485,0.01,5.252999999999999
2008,8,18,17.277,24.258000000000003,10.296,1.39,0.955,0.455,0.0,5.723
2008,8,19,19.07,26.974,11.165,1.3940000000000001,0.956,0.307,0.0,6.625
2008,8,20,19.29,26.494,12.085,1.5959999999999999,0.982,0.444,0.0,5.41
2008,8,21,21.706,32.074,11.338,1.421,0.927,0.168,0.0,7.546
2008,8,22,19.05,24.951,13.15,1.251,0.767,0.36700000000000005,0.0,7.291
2008,8,23,19.207,25.945,12.47,1.494,0.888,0.45399999999999996,0.0,6.702999999999999
2008,8,24,19.902,26.088,13.717,1.6680000000000001,0.9620000000000001,0.473,0.0,6.096
2008,8,25,19.799,27.144000000000002,12.454,1.39,0.8909999999999999,0.312,0.0,5.664
2008,8,26,21.921999999999997,31.36,12.484000000000002,1.415,0.845,0.231,0.0,8.095
2008,8,27,18.581,24.064,13.097999999999999,1.317,0.826,0.405,0.0,5.586
2008,8,28,17.895,22.945999999999998,12.843,1.103,0.802,0.275,0.0,6.507000000000001
2008,8,29,18.518,27.494,9.542,1.339,0.898,0.358,0.0,4.488
2008,8,30,21.776,30.494,13.058,1.5930000000000002,0.9079999999999999,0.313,0.0,5.625
2008,8,31,21.291999999999998,29.754,12.83,1.5530000000000002,0.9209999999999999,0.306,0.03,10.76
2008,9,1,21.441,28.261,14.62,1.584,0.917,0.32299999999999995,0.06,8.624
2008,9,2,13.715,17.438,9.991,0.816,0.662,0.37799999999999995,0.0,9.036
2008,9,3,13.987,21.244,6.729,1.008,0.8290000000000001,0.433,0.0,6.605
2008,9,4,14.117,21.273000000000003,6.961,0.943,0.8909999999999999,0.28,0.07,7.86
2008,9,5,10.879000000000001,12.955,8.802999999999999,1.063,0.938,0.695,0.05,5.919
2008,9,6,13.997,19.518,8.477,1.083,0.955,0.401,0.0,4.939
2008,9,7,15.824000000000002,23.771,7.876,1.1840000000000002,0.9570000000000001,0.36,0.03,8.526
2008,9,8,8.49,11.197000000000001,5.7829999999999995,0.935,0.9740000000000001,0.7120000000000001,0.06,7.252000000000001
2008,9,9,15.296,21.853,8.738999999999999,1.043,0.904,0.29600000000000004,0.0,8.918
2008,9,10,17.692,26.093000000000004,9.291,1.205,0.9079999999999999,0.282,0.04,9.761000000000001
2008,9,11,13.315999999999999,16.258,10.373,1.145,0.973,0.524,0.51,5.507999999999999
2008,9,12,12.14,15.957,8.322000000000001,1.158,0.981,0.6559999999999999,0.45,5.428999999999999
2008,9,13,15.298,25.095,5.501,1.034,0.972,0.218,0.0,9.486
2008,9,14,12.23,16.396,8.062999999999999,1.0490000000000002,0.9329999999999999,0.541,0.0,7.115
2008,9,15,13.97,23.23,4.71,0.9390000000000001,0.9640000000000001,0.214,0.0,5.645
2008,9,16,16.593,26.854,6.332999999999999,1.075,0.935,0.204,0.0,4.822
2008,9,17,17.340999999999998,26.215,8.468,1.114,0.86,0.266,0.0,5.468
2008,9,18,16.729,25.493000000000002,7.966,1.131,0.9359999999999999,0.252,0.0,5.272
2008,9,19,18.177,24.793000000000003,11.56,1.016,0.716,0.257,0.0,8.604
2008,9,20,16.437,24.673000000000002,8.201,1.082,0.847,0.311,0.0,7.428
2008,9,21,18.517,24.263,12.770999999999999,1.305,0.867,0.358,0.01,9.565
2008,9,22,17.506,24.822,10.189,1.209,0.8640000000000001,0.345,0.0,9.447000000000001
2008,9,23,15.286,21.732,8.839,0.9059999999999999,0.752,0.293,0.0,5.7620000000000005
2008,9,24,15.7,24.081999999999997,7.319,0.927,0.754,0.287,0.0,5.527
2008,9,25,17.255,28.496,6.013,1.0170000000000001,0.893,0.14,0.0,5.939
2008,9,26,18.361,28.241,8.482000000000001,1.088,0.833,0.198,0.02,8.291
2008,9,27,14.698,20.899,8.496,1.237,0.929,0.551,0.0,6.507000000000001
2008,9,28,17.776,28.371,7.181,1.124,0.963,0.142,0.0,8.722000000000001
2008,9,29,12.559000000000001,19.79,5.327000000000001,0.912,0.877,0.377,0.0,5.997999999999999
2008,9,30,14.943,24.956,4.93,0.9990000000000001,0.9470000000000001,0.23,0.0,5.468
2008,10,1,15.425,24.162,6.689,0.904,0.767,0.265,0.0,4.998
2008,10,2,15.612,24.649,6.574,1.004,0.885,0.248,0.0,11.074000000000002
2008,10,3,14.100999999999999,22.903000000000002,5.297999999999999,0.971,0.9229999999999999,0.284,0.0,6.957999999999999
2008,10,4,13.571,19.284000000000002,7.858,0.9229999999999999,0.8170000000000001,0.37,0.0,6.684
2008,10,5,14.452,20.878,8.026,0.993,0.89,0.317,0.04,6.409
2008,10,6,13.517000000000001,19.164,7.87,0.8370000000000001,0.889,0.192,0.0,9.722000000000001
2008,10,7,11.067,20.052,2.083,0.72,0.847,0.24600000000000002,0.0,5.351
2008,10,8,14.030999999999999,23.646,4.417,0.809,0.8140000000000001,0.19699999999999998,0.0,7.1339999999999995
2008,10,9,8.071,11.198,4.944,0.8420000000000001,0.9129999999999999,0.65,0.0,6.468
2008,10,10,6.252999999999999,10.152999999999999,2.353,0.7190000000000001,0.937,0.575,0.0,13.583
2008,10,11,3.133,4.342,1.923,0.722,0.978,0.91,0.34,10.31
2008,10,12,4.416,7.156000000000001,1.676,0.7,0.977,0.6940000000000001,0.31,9.192
2008,10,13,5.497999999999999,11.857000000000001,-0.861,0.591,0.963,0.34700000000000003,0.0,8.644
2008,10,14,4.776,11.599,-2.046,0.591,0.9440000000000001,0.43200000000000005,0.0,8.761000000000001
2008,10,15,6.479,14.118,-1.161,0.627,0.937,0.36200000000000004,0.0,13.562999999999999
2008,10,16,10.815999999999999,22.513,-0.8809999999999999,0.701,0.937,0.145,0.0,18.777
2008,10,17,10.788,20.217,1.36,0.773,0.885,0.311,0.0,11.682
2008,10,18,13.019,23.885,2.154,0.8170000000000001,0.907,0.184,0.0,6.782
2008,10,19,13.748,22.881,4.614,0.67,0.746,0.10800000000000001,0.0,12.034
2008,10,20,8.881,11.485999999999999,6.275,0.968,0.973,0.728,0.03,11.642000000000001
2008,10,21,7.724,12.945,2.503,0.7879999999999999,0.9890000000000001,0.508,0.08,21.325
2008,10,22,4.129,7.558,0.701,0.39799999999999996,0.706,0.265,0.02,22.500999999999998
2008,10,23,7.34,16.919,-2.24,0.363,0.621,0.09,0.0,16.012999999999998
2008,10,24,8.383,18.076,-1.31,0.461,0.725,0.115,0.0,19.149
2008,10,25,12.050999999999998,23.48,0.621,0.664,0.777,0.16899999999999998,0.0,16.738
2008,10,26,6.181,14.325,-1.964,0.47,0.696,0.298,0.0,19.070999999999998
2008,10,27,4.359,13.475999999999999,-4.757,0.47600000000000003,0.8590000000000001,0.284,0.0,10.898
2008,10,28,10.668,22.355,-1.0190000000000001,0.622,0.8290000000000001,0.142,0.0,9.31
2008,10,29,11.309000000000001,22.322,0.29600000000000004,0.679,0.838,0.177,0.0,12.387
2008,10,30,12.446,21.689,3.2030000000000003,0.54,0.631,0.11800000000000001,0.0,12.152000000000001
2008,10,31,11.745,23.506,-0.016,0.607,0.752,0.13,0.0,12.622
2008,11,1,12.883,22.955,2.8110000000000004,0.6890000000000001,0.742,0.18600000000000003,0.0,9.976
