Year,Mo,Dy,tave,tmax,tmin,vp,rhmax,rhmin,pp,gust
2001,12,29,-3.3,0.57,-7.17,0.335,0.823,0.58,0.0,5.527
2001,12,30,-5.879,-4.357,-7.4,0.309,0.863,0.706,0.0,4.606
2001,12,31,-5.178,1.6869999999999998,-12.043,0.299,0.991,0.452,0.0,7.585
2002,1,1,-8.251,-3.0460000000000003,-13.456,0.278,0.993,0.701,0.0,4.136
2002,1,2,-10.27,-1.193,-19.348,0.183,0.9109999999999999,0.39899999999999997,0.0,4.468999999999999
2002,1,3,-1.5859999999999999,10.138,-13.309000000000001,0.28800000000000003,0.888,0.175,0.0,3.6460000000000004
2002,1,4,0.575,6.131,-4.982,0.395,0.831,0.41,0.0,9.486
2002,1,5,-3.32,3.056,-9.695,0.317,0.884,0.446,0.0,4.802
2002,1,6,-1.213,6.928,-9.354,0.336,0.856,0.35,0.0,6.194
2002,1,7,5.921,18.009,-6.167000000000001,0.503,0.8590000000000001,0.22399999999999998,0.0,9.859
2002,1,8,7.912999999999999,14.276,1.55,0.466,0.6829999999999999,0.192,0.0,8.977
2002,1,9,6.051,12.538,-0.435,0.643,1.008,0.36200000000000004,0.0,7.82
2002,1,10,-1.186,4.337,-6.709,0.467,1.022,0.647,0.0,4.841
2002,1,11,1.5959999999999999,11.245,-8.052999999999999,0.419,0.9990000000000001,0.226,0.0,10.702
2002,1,12,1.6159999999999999,10.725,-7.494,0.418,0.922,0.298,0.0,13.23
2002,1,13,1.4880000000000002,7.255,-4.28,0.308,0.654,0.253,0.0,19.285999999999998
2002,1,14,-3.549,1.209,-8.307,0.284,0.7979999999999999,0.415,0.0,7.33
2002,1,15,-6.8229999999999995,-3.6889999999999996,-9.957,0.285,0.903,0.655,0.0,4.449
2002,1,16,-6.619,-2.804,-10.434000000000001,0.27699999999999997,0.905,0.584,0.0,9.094
2002,1,17,-5.968999999999999,-1.29,-10.647,0.251,0.882,0.40399999999999997,0.0,6.86
2002,1,18,-5.4639999999999995,0.537,-11.466,0.188,0.741,0.18600000000000003,0.0,8.937999999999999
2002,1,19,-5.756,2.688,-14.200999999999999,0.187,0.77,0.174,0.0,5.252999999999999
2002,1,20,-2.186,4.319,-8.692,0.18899999999999997,0.586,0.14300000000000002,0.0,12.485
2002,1,21,2.372,10.231,-5.486000000000001,0.325,0.657,0.242,0.0,11.094000000000001
2002,1,22,3.457,12.09,-5.176,0.475,0.9940000000000001,0.222,0.0,12.681
2002,1,23,-6.377999999999999,-0.6990000000000001,-12.058,0.25,0.9990000000000001,0.325,0.0,7.193
2002,1,24,-6.309,2.7439999999999998,-15.360999999999999,0.21100000000000002,0.8390000000000001,0.27,0.0,5.9
2002,1,25,2.76,12.4,-6.88,0.34700000000000003,0.764,0.17,0.0,9.349
2002,1,26,6.153,14.423,-2.1180000000000003,0.306,0.5660000000000001,0.084,0.0,14.052999999999999
2002,1,27,7.106,15.618,-1.405,0.316,0.536,0.092,0.0,10.113999999999999
2002,1,28,-2.891,2.678,-8.46,0.36700000000000005,0.938,0.551,0.0,6.801
2002,1,29,-3.819,1.6669999999999998,-9.305,0.33899999999999997,1.0,0.475,0.0,9.584
2002,1,30,-8.105,-3.576,-12.634,0.319,0.9940000000000001,0.93,0.0,4.234
2002,1,31,-8.539,0.506,-17.585,0.198,0.9570000000000001,0.28300000000000003,0.0,10.035
2002,2,1,-5.191,5.432,-15.814,0.24100000000000002,0.904,0.262,0.0,2.803
2002,2,2,-2.002,5.1579999999999995,-9.163,0.303,0.8320000000000001,0.321,0.0,6.468
2002,2,3,-2.583,6.292999999999999,-11.459000000000001,0.293,0.83,0.335,0.0,5.233
2002,2,4,-1.9469999999999998,7.372000000000001,-11.265999999999998,0.31,0.927,0.24600000000000002,0.0,10.564
2002,2,5,-1.411,4.906000000000001,-7.728,0.276,0.767,0.23800000000000002,0.0,6.1739999999999995
2002,2,6,0.733,11.716,-10.251,0.303,0.815,0.13,0.0,11.347999999999999
2002,2,7,0.27399999999999997,9.502,-8.954,0.282,0.7440000000000001,0.166,0.0,4.312
2002,2,8,3.032,10.735999999999999,-4.671,0.317,0.632,0.207,0.0,20.678
2002,2,9,-0.387,2.5860000000000003,-3.361,0.251,0.516,0.33399999999999996,0.0,16.895
2002,2,10,-1.431,8.078,-10.94,0.21,0.657,0.111,0.0,8.546
2002,2,11,6.17,16.785,-4.444,0.34299999999999997,0.645,0.083,0.0,11.623
2002,2,12,-3.2539999999999996,0.9079999999999999,-7.416,0.287,0.78,0.42,0.0,5.507999999999999
2002,2,13,-0.17600000000000002,10.634,-10.987,0.318,0.924,0.132,0.0,6.037000000000001
2002,2,14,1.147,8.457,-6.162999999999999,0.35600000000000004,0.8320000000000001,0.244,0.0,13.425999999999998
2002,2,15,0.19,11.31,-10.93,0.305,0.871,0.11599999999999999,0.0,6.017
2002,2,16,1.085,12.434000000000001,-10.265,0.314,0.813,0.14,0.0,5.135
2002,2,17,7.553,17.6,-2.495,0.33299999999999996,0.564,0.078,0.0,13.25
2002,2,18,7.082999999999999,12.913,1.253,0.5429999999999999,0.8340000000000001,0.24600000000000002,0.0,10.016
2002,2,19,4.551,11.34,-2.238,0.426,0.8640000000000001,0.146,0.0,8.604
2002,2,20,4.4430000000000005,11.492,-2.605,0.45299999999999996,0.92,0.163,0.0,14.68
2002,2,21,3.654,10.779000000000002,-3.472,0.324,0.7070000000000001,0.113,0.0,10.741
2002,2,22,8.575,19.629,-2.478,0.361,0.565,0.085,0.0,12.485
2002,2,23,12.245999999999999,22.23,2.263,0.384,0.441,0.099,0.0,12.093
2002,2,24,2.989,10.802999999999999,-4.825,0.486,0.985,0.3,0.0,9.152999999999999
2002,2,25,-9.762,-4.782,-14.743,0.268,0.981,0.8590000000000001,0.0,10.113999999999999
2002,2,26,-10.557,-5.724,-15.389000000000001,0.18100000000000002,0.895,0.435,0.0,9.486
2002,2,27,-4.843,2.58,-12.265999999999998,0.21899999999999997,0.79,0.243,0.0,12.113
2002,2,28,-1.011,7.922000000000001,-9.943,0.353,1.003,0.242,0.0,10.035
2002,3,1,-10.280999999999999,-6.0520000000000005,-14.511,0.264,0.996,0.8909999999999999,0.0,8.644
2002,3,2,-15.335999999999999,-9.687000000000001,-20.985,0.139,0.935,0.57,0.0,6.272
2002,3,3,-9.967,-0.815,-19.12,0.157,0.8809999999999999,0.22,0.0,10.545
2002,3,4,-1.5430000000000001,9.407,-12.494000000000002,0.295,0.862,0.221,0.0,7.86
2002,3,5,3.69,11.89,-4.51,0.385,0.8,0.17,0.0,5.507999999999999
2002,3,6,2.924,7.82,-1.972,0.439,0.884,0.284,0.0,6.625
2002,3,7,5.524,14.775,-3.727,0.526,0.9470000000000001,0.218,0.0,9.996
2002,3,8,-3.9410000000000003,3.2939999999999996,-11.175,0.32,1.0190000000000001,0.38299999999999995,0.0,12.172
2002,3,9,-3.134,4.303999999999999,-10.573,0.275,0.792,0.345,0.0,6.586
2002,3,10,3.175,12.43,-6.08,0.436,0.889,0.251,0.0,3.8810000000000002
2002,3,11,8.294,14.384,2.2030000000000003,0.39,0.604,0.111,0.0,9.996
2002,3,12,10.804,20.227999999999998,1.381,0.491,0.62,0.14,0.0,10.545
2002,3,13,4.87,11.255,-1.514,0.604,1.002,0.397,0.0,9.604
2002,3,14,-4.128,-1.656,-6.6,0.395,1.024,0.7340000000000001,0.0,7.957999999999999
2002,3,15,-6.084,-0.677,-11.492,0.306,0.992,0.586,0.0,6.957999999999999
2002,3,16,0.025,3.639,-3.59,0.42100000000000004,0.885,0.493,0.0,5.86
2002,3,17,-0.081,6.107,-6.269,0.33899999999999997,0.865,0.253,0.0,8.84
2002,3,18,0.9079999999999999,5.803999999999999,-3.987,0.451,0.97,0.413,0.0,7.4479999999999995
2002,3,19,1.8559999999999999,9.256,-5.542999999999999,0.451,0.9840000000000001,0.308,0.0,4.645
2002,3,20,4.736000000000001,16.522000000000002,-7.05,0.397,0.813,0.11699999999999999,0.0,9.663
2002,3,21,-7.48,-3.217,-11.744000000000002,0.233,0.8340000000000001,0.509,0.0,6.566
2002,3,22,3.964,15.751,-7.8229999999999995,0.436,0.885,0.192,0.0,6.723
2002,3,23,9.802999999999999,20.984,-1.3780000000000001,0.54,0.787,0.106,0.0,9.526
2002,3,24,-0.65,4.535,-5.835,0.456,0.978,0.588,0.0,6.331
2002,3,25,-4.1930000000000005,-0.648,-7.7379999999999995,0.392,0.992,0.758,0.0,5.41
2002,3,26,4.067,14.934000000000001,-6.801,0.47200000000000003,0.986,0.171,0.0,5.684
2002,3,27,8.741,17.906,-0.424,0.461,0.69,0.128,0.0,17.699
2002,3,28,9.908,20.362000000000002,-0.546,0.598,0.866,0.11599999999999999,0.0,12.838
2002,3,29,6.071000000000001,12.399000000000001,-0.256,0.5329999999999999,0.825,0.311,0.0,8.095
2002,3,30,6.11,12.773,-0.5529999999999999,0.502,0.732,0.335,0.0,7.526
2002,3,31,9.687999999999999,19.989,-0.613,0.594,0.845,0.14400000000000002,0.0,9.192
2002,4,1,11.235,23.936,-1.465,0.564,0.7609999999999999,0.087,0.0,15.484000000000002
2002,4,2,-3.248,-1.401,-5.095,0.297,0.703,0.535,0.0,8.232000000000001
2002,4,3,0.889,7.364,-5.586,0.28800000000000003,0.598,0.29,0.0,6.4879999999999995
2002,4,4,4.877,14.84,-5.085,0.36200000000000004,0.6459999999999999,0.193,0.0,6.644
2002,4,5,8.231,18.207,-1.745,0.495,0.725,0.185,0.0,7.702999999999999
2002,4,6,13.390999999999998,23.035,3.747,0.58,0.635,0.121,0.0,12.505
2002,4,7,12.421,19.033,5.81,0.687,0.6809999999999999,0.273,0.0,7.4479999999999995
2002,4,8,8.742,11.526,5.957000000000001,0.851,0.934,0.574,0.0,7.566
2002,4,9,11.62,21.589000000000002,1.652,0.773,0.993,0.138,0.0,7.487
2002,4,10,14.775,20.909000000000002,8.642000000000001,0.7040000000000001,0.624,0.215,0.0,9.839
2002,4,11,11.873,17.99,5.757000000000001,0.6990000000000001,0.855,0.151,0.0,9.8
2002,4,12,11.423,20.059,2.787,0.581,0.67,0.192,0.0,9.152999999999999
2002,4,13,15.214,24.16,6.269,0.688,0.67,0.127,0.0,8.154
2002,4,14,17.480999999999998,23.353,11.609000000000002,0.527,0.401,0.128,0.0,8.526
2002,4,15,18.963,26.809,11.117,0.5579999999999999,0.423,0.087,0.0,7.232
2002,4,16,11.515,16.438,6.5920000000000005,0.45799999999999996,0.561,0.11599999999999999,0.0,11.819
2002,4,17,13.617,25.054000000000002,2.18,0.597,0.691,0.076,0.0,13.681
2002,4,18,9.55,18.646,0.45399999999999996,0.6709999999999999,0.9540000000000001,0.17300000000000001,0.0,15.640999999999998
2002,4,19,1.251,4.672,-2.171,0.505,0.973,0.5379999999999999,0.0,6.899
2002,4,20,2.008,4.119,-0.10300000000000001,0.611,1.002,0.7290000000000001,0.0,10.231
2002,4,21,5.539,13.527999999999999,-2.449,0.541,1.0090000000000001,0.188,0.0,13.152000000000001
2002,4,22,10.440999999999999,20.975,-0.092,0.508,0.6890000000000001,0.115,0.0,12.446
2002,4,23,14.912,26.105999999999998,3.718,0.57,0.5870000000000001,0.086,0.0,10.604000000000001
2002,4,24,8.154,16.261,0.048,0.505,0.742,0.191,0.0,11.878
2002,4,25,6.346,12.87,-0.179,0.441,0.662,0.262,0.0,6.644
2002,4,26,10.761,18.387999999999998,3.135,0.852,1.012,0.307,0.0,8.663
2002,4,27,11.672,18.098,5.247000000000001,0.84,1.01,0.21600000000000003,0.0,10.525
2002,4,28,11.703,20.344,3.062,0.8009999999999999,0.948,0.217,0.0,11.329
2002,4,29,13.812999999999999,22.774,4.853,0.6859999999999999,0.6970000000000001,0.17300000000000001,0.0,9.349
2002,4,30,13.847000000000001,21.684,6.01,0.882,0.841,0.27399999999999997,0.0,8.095
2002,5,1,6.367999999999999,12.023,0.7120000000000001,0.764,0.995,0.599,0.0,10.662
2002,5,2,7.452999999999999,14.295,0.611,0.6970000000000001,0.9890000000000001,0.361,0.0,7.605
2002,5,3,12.300999999999998,22.459,2.144,0.68,0.83,0.122,0.0,10.349
2002,5,4,12.113,20.194000000000003,4.032,0.78,0.847,0.257,0.0,10.839
2002,5,5,15.270999999999999,24.186,6.355,0.747,0.72,0.142,0.0,9.682
2002,5,6,16.545,25.987,7.104,0.731,0.6609999999999999,0.11699999999999999,0.0,11.152000000000001
2002,5,7,11.75,16.934,6.566,0.9420000000000001,0.87,0.49700000000000005,0.0,7.526
2002,5,8,11.014000000000001,19.654,2.374,0.752,1.008,0.138,0.0,13.034
2002,5,9,6.9110000000000005,14.558,-0.736,0.433,0.664,0.20800000000000002,0.0,8.487
2002,5,10,9.841000000000001,17.122,2.5610000000000004,0.67,0.8440000000000001,0.261,0.0,6.252000000000001
2002,5,11,10.657,15.835999999999999,5.479,0.887,0.975,0.408,0.0,12.210999999999999
2002,5,12,9.829,14.715,4.944,0.805,0.99,0.337,0.0,8.977
2002,5,13,11.311,20.207,2.415,0.728,0.85,0.23800000000000002,0.0,6.684
2002,5,14,15.139000000000001,24.646,5.632000000000001,0.755,0.708,0.171,0.0,9.447000000000001
2002,5,15,15.062000000000001,22.644000000000002,7.48,0.917,0.875,0.198,0.0,11.309000000000001
2002,5,16,9.07,11.145,6.996,0.9990000000000001,1.008,0.7240000000000001,0.0,8.8
2002,5,17,10.807,14.662,6.952999999999999,1.042,1.018,0.589,0.0,5.4879999999999995
2002,5,18,,,,,,,,
2002,5,19,13.585,20.424,6.746,1.038,0.92,0.414,0.0,9.173
2002,5,20,12.061,16.076,8.047,1.0859999999999999,0.9279999999999999,0.615,0.0,6.272
2002,5,21,18.671,29.228,8.113,1.156,0.976,0.098,0.0,16.464000000000002
2002,5,22,14.222000000000001,19.611,8.833,0.353,0.314,0.12300000000000001,0.0,14.269
2002,5,23,8.217,15.425,1.008,0.7090000000000001,1.003,0.301,0.0,9.134
2002,5,24,5.7829999999999995,11.427,0.138,0.763,1.02,0.637,0.0,6.957999999999999
2002,5,25,11.859000000000002,20.828000000000003,2.89,0.893,0.99,0.29600000000000004,0.0,6.546
2002,5,26,15.463,25.315,5.611000000000001,0.92,0.884,0.16399999999999998,0.0,8.095
2002,5,27,17.788,26.344,9.231,0.8959999999999999,0.7040000000000001,0.177,0.0,9.976
2002,5,28,17.527,27.013,8.04,1.018,0.857,0.16,0.0,11.642000000000001
2002,5,29,19.551,29.429000000000002,9.673,1.119,0.8320000000000001,0.152,0.0,7.193
2002,5,30,20.837,31.24,10.435,1.354,0.888,0.212,0.0,7.644
2002,5,31,22.664,32.071,13.257,1.3559999999999999,0.82,0.165,0.0,8.84
2002,6,1,21.834,30.223000000000003,13.446,1.179,0.764,0.13699999999999998,0.0,18.404
2002,6,2,24.076,32.817,15.335999999999999,0.9359999999999999,0.552,0.07200000000000001,0.0,11.074000000000002
2002,6,3,16.849,23.386,10.312999999999999,1.268,1.001,0.32,0.0,9.212
2002,6,4,13.702,17.792,9.612,1.205,1.006,0.532,0.0,7.193
2002,6,5,15.630999999999998,23.831999999999997,7.43,1.155,1.003,0.298,0.0,7.0360000000000005
2002,6,6,20.171,29.74,10.602,1.186,0.8240000000000001,0.18,0.0,8.624
2002,6,7,21.781999999999996,32.605,10.96,1.2590000000000001,0.838,0.127,0.0,10.8
2002,6,8,22.622,33.528,11.715,1.406,0.8220000000000001,0.203,0.0,6.84
2002,6,9,24.504,34.125,14.883,0.997,0.5579999999999999,0.091,0.0,6.801
2002,6,10,19.035,24.621,13.448,0.856,0.597,0.18100000000000002,0.0,11.819
2002,6,11,18.66,25.221,12.099,0.943,0.6809999999999999,0.196,0.0,6.899
2002,6,12,19.238,27.796999999999997,10.679,0.9009999999999999,0.659,0.15,0.0,7.056
2002,6,13,16.682000000000002,23.304000000000002,10.06,0.895,0.6609999999999999,0.28300000000000003,0.0,8.31
2002,6,14,16.71,25.496,7.922999999999999,1.012,0.807,0.257,0.0,6.507000000000001
2002,6,15,20.24,28.03,12.45,1.13,0.773,0.18,0.0,10.427
2002,6,16,19.805999999999997,28.451999999999998,11.16,1.331,0.9670000000000001,0.185,0.0,7.7620000000000005
2002,6,17,23.014,34.971,11.056,1.245,0.818,0.068,0.0,7.37
2002,6,18,24.349,34.422,14.276,1.1520000000000001,0.6659999999999999,0.09,0.0,12.093
2002,6,19,22.988000000000003,29.645,16.33,1.6569999999999998,0.9690000000000001,0.21100000000000002,0.0,9.016
2002,6,20,20.448,26.311,14.584000000000001,1.601,0.929,0.40299999999999997,0.0,10.642999999999999
2002,6,21,23.02,31.338,14.700999999999999,1.5590000000000002,0.898,0.21,0.0,7.879
2002,6,22,24.38,32.585,16.174,1.569,0.8740000000000001,0.154,0.0,7.546
2002,6,23,24.358,32.969,15.747,1.011,0.541,0.122,0.0,7.212999999999999
2002,6,24,24.494,35.425,13.562999999999999,1.179,0.6859999999999999,0.08199999999999999,0.0,8.193
2002,6,25,24.587,32.501999999999995,16.672,1.206,0.606,0.174,0.0,9.33
2002,6,26,23.531,33.157,13.905,1.382,0.807,0.146,0.0,8.565
2002,6,27,24.953000000000003,34.418,15.488,1.291,0.667,0.151,0.0,8.252
2002,6,28,23.828000000000003,33.508,14.147,1.3430000000000002,0.7809999999999999,0.129,0.0,14.052999999999999
2002,6,29,25.724,35.718,15.729000000000001,1.328,0.6940000000000001,0.109,0.0,8.056000000000001
2002,6,30,24.386,33.244,15.527999999999999,1.182,0.632,0.142,0.0,7.526
2002,7,1,26.814,37.763000000000005,15.866,1.2409999999999999,0.626,0.077,0.0,5.86
2002,7,2,27.401,34.647,20.156,1.2409999999999999,0.5579999999999999,0.122,0.0,10.035
2002,7,3,24.675,31.561,17.789,1.639,0.732,0.32299999999999995,0.0,12.27
2002,7,4,23.034000000000002,30.715999999999998,15.352,1.525,0.878,0.205,0.0,7.232
2002,7,5,22.858,30.433000000000003,15.282,1.6840000000000002,0.912,0.297,0.0,8.918
2002,7,6,23.561,28.704,18.417,1.781,0.8370000000000001,0.38799999999999996,0.0,8.389
2002,7,7,24.174,32.058,16.289,1.79,0.9329999999999999,0.254,0.0,6.546
2002,7,8,24.311999999999998,31.266,17.358,1.65,0.828,0.257,0.0,8.232000000000001
2002,7,9,24.89,33.118,16.662,1.3630000000000002,0.6709999999999999,0.196,0.0,9.31
2002,7,10,23.346,28.715,17.977,1.669,0.741,0.423,0.0,7.624
2002,7,11,22.248,29.616,14.88,1.4909999999999999,0.8320000000000001,0.27899999999999997,0.0,5.428999999999999
2002,7,12,24.008000000000003,34.393,13.622,1.466,0.8859999999999999,0.096,0.0,6.017
2002,7,13,23.741,34.289,13.193,1.163,0.665,0.127,0.0,8.193
2002,7,14,24.517,34.097,14.937999999999999,1.32,0.727,0.13,0.0,6.096
2002,7,15,24.941999999999997,34.454,15.43,1.261,0.648,0.151,0.0,7.37
2002,7,16,25.631,35.029,16.234,1.273,0.65,0.124,0.0,6.997000000000001
2002,7,17,25.014,34.489000000000004,15.538,1.196,0.619,0.136,0.0,6.684
2002,7,18,25.35,34.273,16.427,1.209,0.6,0.147,0.0,7.37
2002,7,19,26.044,34.039,18.048,1.255,0.6,0.14400000000000002,0.0,6.586
2002,7,20,27.480999999999998,34.44,20.522,1.534,0.633,0.204,0.0,8.604
2002,7,21,23.294,28.932,17.657,1.675,0.8320000000000001,0.34,0.0,7.232
2002,7,22,20.340999999999998,25.991,14.692,1.609,0.963,0.384,0.0,7.644
2002,7,23,22.895,29.985,15.806,1.4169999999999998,0.746,0.26899999999999996,0.0,7.702999999999999
2002,7,24,24.948,35.821999999999996,14.073,1.6230000000000002,0.905,0.12300000000000001,0.0,10.917
2002,7,25,24.951,33.233000000000004,16.668,1.605,0.8390000000000001,0.177,0.0,10.31
2002,7,26,23.587,32.437,14.735999999999999,1.5130000000000001,0.919,0.12,0.0,13.602
2002,7,27,23.688000000000002,32.361999999999995,15.013,1.129,0.639,0.132,0.0,8.879
2002,7,28,22.834,29.828000000000003,15.839,1.255,0.669,0.23399999999999999,0.0,8.546
2002,7,29,22.555,32.918,12.192,1.082,0.6629999999999999,0.129,0.0,6.468
2002,7,30,24.695999999999998,35.185,14.207,1.254,0.7,0.106,0.0,7.722
2002,7,31,25.377,36.431,14.322000000000001,1.369,0.7440000000000001,0.10099999999999999,0.0,7.624
2002,8,1,19.611,23.215999999999998,16.006,0.955,0.578,0.26,0.0,12.700999999999999
2002,8,2,20.75,28.776999999999997,12.722999999999999,1.038,0.619,0.22899999999999998,0.0,7.37
2002,8,3,24.09,30.491999999999997,17.688,1.611,0.7929999999999999,0.28,0.0,8.506
2002,8,4,23.511999999999997,31.111,15.913,1.569,0.8009999999999999,0.282,0.0,12.818
2002,8,5,23.171,29.526,16.816,1.815,0.905,0.373,0.0,11.035
2002,8,6,22.834,30.945999999999998,14.720999999999998,1.6540000000000001,0.9279999999999999,0.261,0.0,13.994000000000002
2002,8,7,22.849,30.963,14.735,1.6380000000000001,0.9179999999999999,0.258,0.0,6.546
2002,8,8,22.635,31.448,13.822000000000001,1.5,0.9229999999999999,0.168,0.0,7.977
2002,8,9,20.49,27.778000000000002,13.202,1.318,0.8140000000000001,0.28,0.0,13.347999999999999
2002,8,10,22.245,30.919,13.572000000000001,0.9490000000000001,0.519,0.18899999999999997,0.0,6.096
2002,8,11,24.285,35.216,13.355,0.8540000000000001,0.494,0.069,0.0,14.818
2002,8,12,15.34,19.862000000000002,10.818,1.186,0.907,0.45399999999999996,0.0,9.957
2002,8,13,15.732000000000001,23.88,7.585,1.114,0.988,0.259,0.0,6.311
2002,8,14,21.555999999999997,33.638000000000005,9.474,1.125,0.777,0.098,0.0,6.782
2002,8,15,19.590999999999998,25.736,13.446,1.08,0.754,0.19399999999999998,0.0,11.623
2002,8,16,24.754,37.219,12.289000000000001,1.276,0.7609999999999999,0.057,0.0,13.583
2002,8,17,17.195,23.945999999999998,10.445,0.6940000000000001,0.514,0.19399999999999998,0.0,10.055
2002,8,18,18.391,27.608,9.174,1.005,0.774,0.177,0.0,7.605
2002,8,19,18.791,28.315,9.267999999999999,1.195,0.821,0.281,0.0,8.82
2002,8,20,22.516,29.545,15.487,1.556,0.903,0.237,0.0,8.448
2002,8,21,22.026999999999997,28.962,15.093,1.3359999999999999,0.75,0.259,0.0,11.27
2002,8,22,19.706,28.353,11.059000000000001,1.369,0.904,0.28800000000000003,0.0,12.564
2002,8,23,20.598000000000003,29.615,11.581,1.254,0.853,0.182,0.0,6.938
2002,8,24,20.447,26.548000000000002,14.345,1.4369999999999998,0.7959999999999999,0.4,0.0,9.31
2002,8,25,22.991999999999997,30.285,15.699000000000002,1.3769999999999998,0.823,0.158,0.0,6.684
2002,8,26,22.053,32.883,11.224,1.4,0.976,0.079,0.0,11.799000000000001
2002,8,27,20.273,25.357,15.19,1.665,0.982,0.418,0.0,11.975999999999999
2002,8,28,20.122,24.066,16.179000000000002,1.6580000000000001,0.9,0.507,0.0,7.0760000000000005
2002,8,29,17.991,23.351,12.632,1.44,0.958,0.43799999999999994,0.0,5.821000000000001
2002,8,30,19.651,28.984,10.317,1.351,1.003,0.17800000000000002,0.0,5.606
2002,8,31,22.691,31.412,13.97,1.101,0.669,0.13,0.0,4.724
2002,9,1,22.052,31.039,13.065,1.137,0.764,0.094,0.0,6.723
2002,9,2,21.105,27.281,14.93,1.094,0.649,0.225,0.0,8.448
2002,9,3,20.404,30.394000000000002,10.414000000000001,1.345,0.879,0.243,0.0,6.233
2002,9,4,22.741,31.767,13.716,1.284,0.765,0.163,0.0,6.017
2002,9,5,21.791999999999998,32.764,10.82,1.264,0.846,0.122,0.0,5.742999999999999
2002,9,6,22.156999999999996,32.551,11.762,1.228,0.754,0.166,0.0,6.527
2002,9,7,22.918000000000003,31.875999999999998,13.959000000000001,1.422,0.765,0.252,0.0,8.996
2002,9,8,21.503,28.35,14.655999999999999,1.71,0.9990000000000001,0.33399999999999996,0.0,6.84
2002,9,9,17.552,21.145,13.959000000000001,1.601,1.011,0.584,0.0,6.409
2002,9,10,16.434,19.156,13.712,1.5630000000000002,1.014,0.6579999999999999,0.0,7.291
2002,9,11,16.465,22.758000000000003,10.172,1.3940000000000001,1.011,0.478,0.0,6.625
2002,9,12,17.369,21.958000000000002,12.78,1.581,1.012,0.5820000000000001,0.0,7.272
2002,9,13,16.323,19.829,12.818,1.44,1.014,0.537,0.0,6.644
2002,9,14,17.904,24.379,11.429,1.0490000000000002,0.79,0.23399999999999999,0.0,6.194
2002,9,15,17.862000000000002,28.314,7.409,1.127,0.971,0.131,0.0,6.135
2002,9,16,17.991,28.445999999999998,7.535,1.137,0.941,0.162,0.0,6.037000000000001
2002,9,17,17.062,24.445999999999998,9.677,1.0070000000000001,0.794,0.242,0.0,10.956
2002,9,18,15.725999999999999,20.848000000000003,10.605,0.8740000000000001,0.682,0.297,0.0,12.132
2002,9,19,13.415,20.639,6.19,0.8590000000000001,0.863,0.253,0.0,7.86
2002,9,20,15.724,26.16,5.287999999999999,1.014,0.956,0.18,0.0,7.232
2002,9,21,11.902999999999999,17.227,6.58,0.856,0.847,0.382,0.0,12.27
2002,9,22,13.878,20.061,7.694,0.858,0.752,0.331,0.0,6.115
2002,9,23,11.800999999999998,19.379,4.223,0.722,0.7809999999999999,0.263,0.0,7.82
2002,9,24,15.559000000000001,27.272,3.845,0.92,0.884,0.158,0.0,8.232000000000001
2002,9,25,11.538,14.886,8.19,0.902,0.961,0.366,0.0,7.311
2002,9,26,11.443,15.767999999999999,7.117000000000001,1.0959999999999999,0.987,0.635,0.0,8.526
2002,9,27,12.595999999999998,21.38,3.812,0.953,1.002,0.305,0.0,8.624
2002,9,28,13.379000000000001,18.493,8.266,1.085,0.909,0.504,0.0,7.154
2002,9,29,14.562000000000001,23.026,6.098,1.0170000000000001,0.981,0.247,0.0,5.9
2002,9,30,16.268,24.574,7.962000000000001,0.77,0.6759999999999999,0.158,0.0,6.625
2002,10,1,9.504,14.162,4.846,0.831,0.961,0.439,0.0,7.899
2002,10,2,3.69,4.96,2.419,0.7659999999999999,1.018,0.907,0.0,5.4879999999999995
2002,10,3,6.534,9.879,3.188,0.873,1.023,0.778,0.0,8.702
2002,10,4,8.632,15.737,1.527,0.789,0.9990000000000001,0.41100000000000003,0.0,7.957999999999999
2002,10,5,11.533,19.317999999999998,3.748,0.8270000000000001,0.9690000000000001,0.248,0.0,8.173
2002,10,6,9.62,14.478,4.762,0.8340000000000001,0.915,0.479,0.0,8.212
2002,10,7,12.200999999999999,22.375999999999998,2.026,0.877,0.996,0.239,0.0,5.272
2002,10,8,13.157,21.18,5.135,0.785,0.8270000000000001,0.212,0.0,8.663
2002,10,9,14.23,21.463,6.997000000000001,0.991,0.879,0.34299999999999997,0.0,4.547
2002,10,10,14.140999999999998,25.506,2.7760000000000002,0.77,0.8370000000000001,0.11800000000000001,0.0,6.782
2002,10,11,15.825999999999999,25.805999999999997,5.846,0.7090000000000001,0.674,0.11599999999999999,0.0,11.995
2002,10,12,5.547999999999999,9.912,1.1840000000000002,0.633,0.935,0.46299999999999997,0.0,10.878
2002,10,13,7.787999999999999,18.03,-2.4530000000000003,0.618,0.945,0.225,0.0,5.468
2002,10,14,8.111,16.073,0.15,0.51,0.772,0.174,0.0,8.35
2002,10,15,6.431,14.814,-1.952,0.5,0.815,0.22399999999999998,0.0,4.88
2002,10,16,9.075,16.63,1.5190000000000001,0.5,0.64,0.22899999999999998,0.0,7.742000000000001
2002,10,17,7.631,17.461,-2.199,0.551,0.8320000000000001,0.223,0.0,6.468
2002,10,18,10.536,21.612,-0.539,0.555,0.787,0.087,0.0,8.408
2002,10,19,8.036,16.813,-0.74,0.5539999999999999,0.8009999999999999,0.23199999999999998,0.0,5.428999999999999
